peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
1.0,0.0,1.0,0.40921228304405876663,0.6999999999999999556,0.8571428571428570953,0.5889898450026723742,0.0,1.0,0.27777777777777779011,0.3571428571428571508,0.8890374331550802145,0.11111111111111111882,0.88888888888888883955,0.16666666666666665741,46.0,4.3,0.0,0.22421754746023600524,0.56666666666666665186
1.0,0.0,1.0,0.3411214953271027861,0.25,0.0,0.48316408337787281058,0.0,0.0,0.38888888888888889506,0.57142857142857139685,0.116978609625668444894,0.11111111111111111882,0.22222222222222220989,0.05555555555555555247,41.0,4.2,0.0,0.44330425859415084622,0.03333333333333333287
1.0,1.0,1.0,0.20026702269692922553,0.8499999999999999778,0.57142857142857139685,0.5571886691608765041,0.0,1.0,0.05555555555555555247,0.3571428571428571508,0.22860962566844919563,0.0,1.0,0.05555555555555555247,58.0,2.5,1.0,0.07183170856849666053,0.55833333333333334814
1.0,1.0,0.0,0.09078771695594126112,0.2999999999999999889,0.28571428571428569843,0.4954569748797434392,0.0,0.0,0.5,0.92857142857142860315,0.25401069518716579143,0.44444444444444447528,0.22222222222222220989,0.05555555555555555247,66.0,3.0,1.0,0.059004617752693687416,0.66666666666666662966
1.0,0.0,0.0,0.17089452603471294578,0.5500000000000000444,0.42857142857142854764,0.011223944414751470602,1.0,0.0,0.05555555555555555247,0.3571428571428571508,0.98128342245989308434,0.11111111111111111882,0.44444444444444441977,0.5,65.0,3.2,1.0,0.20010261672652643328,0.43333333333333334814
1.0,1.0,0.0,0.62750333778371159,0.5500000000000000444,0.42857142857142854764,0.6477819347942276318,0.0,1.0,0.05555555555555555247,0.14285714285714284921,0.20187165775401069712,1.0,0.11111111111111110494,0.38888888888888889506,19.0,4.1,0.0,0.17650076962544894443,0.9833333333333332815
1.0,0.0,0.0,0.28170894526034712113,0.9499999999999999556,0.8571428571428570953,0.084179583110636030385,1.0,1.0,0.38888888888888889506,0.21428571428571427382,0.9826203208556150148,0.22222222222222223764,0.83333333333333337034,0.0,42.0,2.5,1.0,0.24884556182657774359,0.88333333333333330373
0.0,1.0,0.0,0.5847797062750333952,0.9499999999999999556,0.28571428571428569843,0.51175841795831111813,1.0,0.0,0.44444444444444441977,1.0,0.19585561497326203773,0.55555555555555558023,0.88888888888888883955,0.83333333333333337034,16.0,4.5,0.0,0.16008209338122114662,0.9749999999999999778
1.0,1.0,1.0,0.94993324432576764504,0.0,0.7142857142857143016,0.905932656333511499,0.0,0.0,0.5,0.3571428571428571508,0.9512032085561497041,0.88888888888888895057,0.7777777777777777901,0.0,61.0,4.6,0.0,0.7378142637249871516,0.46666666666666667407
1.0,0.0,1.0,0.014018691588785046551,0.3499999999999999778,0.7142857142857143016,0.14350614644575093726,0.0,1.0,0.16666666666666665741,0.14285714285714284921,0.80347593582887699704,0.11111111111111111882,0.83333333333333337034,0.27777777777777779011,25.0,2.5,1.0,0.06875320677270395364,0.10000000000000000555
1.0,1.0,1.0,0.7810413885180240712,0.4000000000000000222,1.0,0.9575093532870122548,0.0,1.0,0.16666666666666665741,0.8571428571428570953,0.39371657754010697117,0.55555555555555558023,0.5,0.05555555555555555247,10.0,4.3,0.0,0.62442278091328884404,0.4000000000000000222
0.0,0.0,0.0,0.27369826435246996654,1.0,1.0,0.38936397648316406483,1.0,0.0,0.0,0.7857142857142856984,0.6370320855614973743,0.7777777777777776791,0.94444444444444441977,0.44444444444444441977,39.0,3.4,0.0,0.46331452026680347567,0.0
0.0,1.0,0.0,0.048064085447263017736,0.6500000000000000222,0.8571428571428570953,0.9796900053447353818,1.0,0.0,0.05555555555555555247,0.42857142857142854764,0.7098930481283421967,0.0,0.33333333333333331483,0.55555555555555558023,18.0,3.7,0.0,0.21036428937916881732,0.59166666666666667407
0.0,1.0,0.0,0.80240320427236311307,0.5500000000000000444,0.28571428571428569843,0.7271512560128273739,0.0,0.0,0.05555555555555555247,0.071428571428571424606,0.054144385026737969213,0.66666666666666662966,1.0,0.44444444444444441977,34.0,2.5,1.0,0.53514622883530016395,0.22500000000000000555
1.0,1.0,1.0,0.78170894526034717664,0.5,0.8571428571428570953,0.67022982362373062504,0.0,0.0,0.16666666666666665741,0.28571428571428569843,0.8589572192513369453,0.66666666666666662966,0.27777777777777779011,0.5,60.0,2.5,1.0,0.118522319138019499585,0.6750000000000000444
1.0,1.0,1.0,0.28571428571428569843,0.10000000000000000555,0.14285714285714284921,0.7541421699625868724,0.0,1.0,0.05555555555555555247,0.3571428571428571508,0.37700534759358289572,0.66666666666666662966,0.88888888888888883955,0.0,16.0,2.5,0.0,0.096459722934838385,0.074999999999999997224
1.0,0.0,1.0,0.3471295060080106798,0.8000000000000000444,0.57142857142857139685,0.69160876536611437526,0.0,0.0,0.5,0.6428571428571429047,0.88636363636363635354,0.44444444444444447528,0.44444444444444441977,0.22222222222222220989,41.0,3.7,1.0,0.028219599794766545703,0.4000000000000000222
1.0,1.0,0.0,0.08611481975967957836,0.2000000000000000111,0.28571428571428569843,0.43158738642437199928,1.0,1.0,0.27777777777777779011,0.57142857142857139685,0.93917112299465244085,0.11111111111111111882,0.11111111111111110494,0.16666666666666665741,57.0,3.9,0.0,0.001539250897896357129,0.2750000000000000222
1.0,0.0,0.0,0.118825100133511343814,0.6500000000000000222,0.0,0.71940138963121325055,0.0,1.0,0.16666666666666665741,0.21428571428571427382,0.7446524064171122781,0.88888888888888895057,0.05555555555555555247,0.16666666666666665741,11.0,4.8,1.0,0.27809132888660853533,0.30833333333333334814
0.0,1.0,0.0,0.8744993324432577264,0.050000000000000002776,0.28571428571428569843,0.23944414751469803027,0.0,0.0,0.16666666666666665741,0.21428571428571427382,0.67713903743315506656,0.11111111111111111882,1.0,0.0,29.0,4.9,1.0,0.095433555669574135494,0.31666666666666665186
1.0,0.0,1.0,0.60680907877169554254,0.5,0.8571428571428570953,0.30652057723142706047,0.0,0.0,0.44444444444444441977,0.7142857142857143016,0.15508021390374332471,0.11111111111111111882,0.0,0.27777777777777779011,9.0,4.1,1.0,0.22832221652129297551,0.78333333333333332593
0.0,1.0,0.0,0.27102803738317754467,0.25,0.28571428571428569843,0.13254943880277925139,0.0,1.0,0.44444444444444441977,0.8571428571428570953,0.62098930481283420857,0.0,0.83333333333333337034,0.16666666666666665741,58.0,2.9,0.0,0.29194458696767572325,0.8249999999999999556
1.0,1.0,1.0,0.9826435246995994799,0.10000000000000000555,0.14285714285714284921,0.9053981827899518775,0.0,0.0,0.55555555555555558023,0.7142857142857143016,0.6517379679144384985,0.66666666666666662966,0.22222222222222220989,0.0,45.0,2.5,0.0,0.9179066187788609277,0.56666666666666665186
1.0,1.0,1.0,0.85580774365821099536,0.9000000000000000222,0.0,0.2632282202030999385,0.0,1.0,0.16666666666666665741,0.5,0.26136363636363635354,0.33333333333333331483,0.38888888888888889506,0.0,49.0,2.5,0.0,0.33606977937403798018,0.11666666666666666852
1.0,0.0,1.0,0.5453938584779706167,0.2000000000000000111,0.0,0.8725280598610368754,1.0,1.0,0.61111111111111116045,0.7142857142857143016,0.69852941176470584317,0.11111111111111111882,0.38888888888888889506,0.16666666666666665741,8.0,2.5,0.0,0.04669061056952283212,0.1749999999999999889
0.0,1.0,0.0,0.46128170894526032697,0.25,1.0,0.5561197220737573721,0.0,0.0,0.05555555555555555247,0.071428571428571424606,0.38836898395721924926,0.0,0.83333333333333337034,0.0,40.0,2.8,1.0,0.5059004617752693722,0.9833333333333332815
1.0,0.0,1.0,0.35514018691588783438,0.75,0.14285714285714284921,0.86557990379476212883,0.0,1.0,0.22222222222222220989,0.8571428571428570953,0.066176470588235294934,0.7777777777777776791,0.27777777777777779011,0.5,8.0,3.8,1.0,0.24935864545920985447,0.99166666666666669627
1.0,0.0,1.0,0.33444592790387184245,0.2999999999999999889,0.7142857142857143016,0.10342063067878140559,1.0,1.0,0.11111111111111110494,0.6428571428571429047,0.46390374331550804365,0.88888888888888895057,0.94444444444444441977,0.11111111111111110494,10.0,3.1,0.0,0.16777834787070292077,0.0
0.0,0.0,0.0,0.26969292389853138925,0.3499999999999999778,1.0,0.055050774986638163766,0.0,1.0,0.16666666666666665741,0.071428571428571424606,0.81417112299465244085,0.22222222222222223764,0.16666666666666665741,0.0,14.0,4.0,0.0,0.12314007183170856685,0.3499999999999999778
1.0,0.0,1.0,0.46929238985313753707,0.2000000000000000111,0.57142857142857139685,0.59647247461250663125,0.0,0.0,0.27777777777777779011,0.57142857142857139685,0.44451871657754010725,0.7777777777777776791,0.7222222222222222099,0.16666666666666665741,27.0,4.0,0.0,0.030271934325295023899,0.9833333333333332815
0.0,0.0,0.0,0.7730307076101469166,0.75,0.57142857142857139685,0.34580438268305718763,1.0,1.0,0.11111111111111110494,0.14285714285714284921,0.030080213903743314302,1.0,0.05555555555555555247,0.27777777777777779011,28.0,4.6,1.0,0.21344279117496151033,0.65833333333333332593
1.0,0.0,1.0,0.83244325767690252604,0.3499999999999999778,0.14285714285714284921,0.9433458043826830064,0.0,0.0,0.66666666666666662966,0.8571428571428570953,0.35160427807486632767,0.88888888888888895057,0.55555555555555558023,0.11111111111111110494,66.0,2.5,0.0,0.8712160082093380886,0.19166666666666667962
1.0,0.0,1.0,0.41054739652870492206,0.8000000000000000444,0.7142857142857143016,0.9315873864243719993,0.0,0.0,0.16666666666666665741,0.57142857142857139685,0.71056149732620321746,0.0,0.61111111111111116045,0.27777777777777779011,28.0,3.4,1.0,0.060030785017957929983,0.40833333333333332593
1.0,0.0,1.0,0.4726301735647530089,0.6500000000000000222,0.57142857142857139685,0.3669160876536611271,1.0,1.0,0.33333333333333331483,0.21428571428571427382,0.79812834224598927513,0.44444444444444447528,0.5,0.11111111111111110494,49.0,2.5,1.0,0.15802975885069267536,0.90833333333333332593
1.0,0.0,1.0,0.9686248331108143761,0.5999999999999999778,0.14285714285714284921,0.37172634954569749866,1.0,0.0,0.11111111111111110494,0.5,0.19852941176470587092,0.44444444444444447528,0.05555555555555555247,0.33333333333333331483,23.0,2.6,0.0,0.33914828116983070094,0.25
1.0,1.0,0.0,0.3571428571428571508,0.9499999999999999556,0.14285714285714284921,0.46579369321218599964,1.0,1.0,0.5,0.7142857142857143016,0.41176470588235292158,0.0,0.0,0.11111111111111110494,23.0,2.5,0.0,0.25397639815289890786,0.80833333333333334814
1.0,0.0,1.0,0.14953271028037382062,0.0,0.42857142857142854764,0.5080171031533938786,0.0,1.0,0.33333333333333331483,0.21428571428571427382,0.24465240641711230585,0.0,0.88888888888888883955,0.0,59.0,3.5,0.0,0.1482811698306824022,0.65833333333333332593
0.0,1.0,0.0,0.61481975967957280815,0.14999999999999999445,0.28571428571428569843,0.6285408872260822566,0.0,1.0,0.0,0.071428571428571424606,0.2800802139037433247,0.7777777777777776791,0.0,0.11111111111111110494,48.0,2.5,0.0,0.54284248332478191035,0.5749999999999999556
1.0,0.0,0.0,0.7903871829105474367,0.4000000000000000222,0.42857142857142854764,0.3431320149652592466,1.0,0.0,0.44444444444444441977,0.5,0.6737967914438502959,0.22222222222222223764,0.05555555555555555247,0.27777777777777779011,52.0,2.6,1.0,0.51821446895844025526,0.008333333333333333218
0.0,1.0,0.0,0.7196261682242990343,0.0,0.42857142857142854764,0.96632816675574562115,1.0,1.0,0.11111111111111110494,0.3571428571428571508,0.61163101604278069523,0.0,0.27777777777777779011,0.0,22.0,3.8,0.0,0.6028732683427399097,0.108333333333333337034
1.0,0.0,0.0,0.9372496662216288632,0.6500000000000000222,0.8571428571428570953,0.45483698556921431377,0.0,1.0,0.27777777777777779011,0.14285714285714284921,0.46256684491978611318,1.0,0.0,0.38888888888888889506,22.0,4.3,0.0,0.7398665982555155951,0.6500000000000000222
1.0,0.0,0.0,0.30907877169559411223,0.8000000000000000444,0.57142857142857139685,0.43532870122928912782,1.0,1.0,0.5,0.3571428571428571508,0.8696524064171122781,0.44444444444444447528,0.27777777777777779011,0.44444444444444441977,29.0,3.2,1.0,0.23242688558234991802,0.2999999999999999889
1.0,1.0,0.0,0.99732977303070757813,0.3499999999999999778,1.0,0.3845537145911277488,0.0,0.0,0.33333333333333331483,0.57142857142857139685,0.7620320855614973743,0.66666666666666662966,0.83333333333333337034,0.33333333333333331483,50.0,3.1,0.0,0.114930733709594667946,0.14166666666666666297
1.0,1.0,1.0,0.3017356475300400631,0.6999999999999999556,0.7142857142857143016,0.45216461785141637275,1.0,0.0,0.05555555555555555247,0.57142857142857139685,0.38302139037433152735,0.88888888888888895057,0.88888888888888883955,0.11111111111111110494,11.0,4.4,1.0,0.48537711646998460413,0.19166666666666667962
1.0,0.0,1.0,0.2923898531375166976,0.2999999999999999889,0.14285714285714284921,0.47915553180117581578,0.0,1.0,0.44444444444444441977,0.5,0.29077540106951871302,0.11111111111111111882,0.16666666666666665741,0.27777777777777779011,59.0,4.3,1.0,0.33709594663930220193,0.40833333333333332593
1.0,0.0,1.0,0.56742323097463287507,0.8000000000000000444,0.57142857142857139685,0.9722073757349011247,1.0,0.0,0.55555555555555558023,0.57142857142857139685,0.21524064171122994638,0.11111111111111111882,0.38888888888888889506,0.5,20.0,3.0,1.0,0.60543868650590049185,0.8499999999999999778
1.0,0.0,0.0,0.8157543391188251114,0.75,1.0,0.21833244254409406304,0.0,1.0,0.22222222222222220989,0.071428571428571424606,0.4471925133689839682,0.33333333333333331483,0.33333333333333331483,0.22222222222222220989,32.0,3.2,1.0,0.013853258081067213944,0.025000000000000001388
0.0,0.0,0.0,0.6648865153538050521,0.3499999999999999778,0.7142857142857143016,0.077231427044361297685,1.0,0.0,1.0,1.0,0.2693850267379679364,0.55555555555555558023,0.7777777777777777901,0.22222222222222220989,21.0,4.7,0.0,0.56131349409953823493,0.55833333333333334814
1.0,0.0,1.0,0.9038718291054739229,0.0,0.14285714285714284921,0.22207375734901121933,1.0,0.0,0.88888888888888883955,0.8571428571428570953,0.5421122994652406435,0.7777777777777776791,0.66666666666666662966,0.0,30.0,2.5,0.0,0.63263211903540272907,0.69166666666666665186
1.0,1.0,1.0,0.5040053404539386328,0.9000000000000000222,0.57142857142857139685,0.8952431854623196239,1.0,1.0,0.0,0.3571428571428571508,0.1470588235294117696,0.11111111111111111882,0.16666666666666665741,0.05555555555555555247,17.0,4.7,1.0,0.33606977937403798018,0.18333333333333332038
1.0,1.0,1.0,0.3865153538050734583,0.5,0.8571428571428570953,0.13709246392303581219,1.0,0.0,0.7222222222222222099,1.0,0.9645721925133690089,0.11111111111111111882,0.05555555555555555247,0.5,61.0,2.6,0.0,0.3252950230887634575,0.43333333333333334814
0.0,1.0,0.0,0.72296395193591456163,0.8000000000000000444,0.57142857142857139685,0.70470336718332438064,1.0,0.0,0.27777777777777779011,0.21428571428571427382,0.5474598930481283654,0.11111111111111111882,0.38888888888888889506,0.38888888888888889506,50.0,2.5,0.0,0.052847614161108259767,0.7333333333333332815
0.0,0.0,0.0,0.9038718291054739229,0.75,1.0,0.79690005344735437287,1.0,0.0,0.7222222222222222099,0.7857142857142856984,0.06350267379679144786,0.7777777777777776791,0.44444444444444441977,0.5,66.0,4.1,0.0,0.4540790148794253689,0.25833333333333335924
1.0,1.0,1.0,0.65554072096128168656,0.2000000000000000111,0.42857142857142854764,0.78781400320684125127,1.0,1.0,0.05555555555555555247,0.92857142857142860315,0.346925133689839571,0.66666666666666662966,0.38888888888888889506,0.16666666666666665741,29.0,2.7,0.0,0.4715238583889174162,0.4000000000000000222
1.0,1.0,0.0,0.094793057409879838415,0.5,0.8571428571428570953,0.7255478353821486204,0.0,0.0,0.44444444444444441977,0.5,0.65574866310160428995,0.11111111111111111882,0.55555555555555558023,0.11111111111111110494,50.0,2.5,1.0,0.3252950230887634575,0.5166666666666667185
1.0,0.0,1.0,0.5447263017356475112,1.0,1.0,0.86264029930518437705,0.0,1.0,0.55555555555555558023,0.42857142857142854764,0.16844919786096257397,0.0,0.7777777777777777901,0.61111111111111116045,50.0,2.5,0.0,0.31092868137506413095,0.34166666666666667407
1.0,1.0,1.0,0.568758344459279086,1.0,0.57142857142857139685,0.7859433458043826315,1.0,0.0,0.5,0.6428571428571429047,0.69786096256684493344,0.0,0.22222222222222220989,0.83333333333333337034,37.0,3.3,0.0,0.059004617752693687416,0.7750000000000000222
0.0,1.0,0.0,0.6942590120160213596,0.25,0.7142857142857143016,0.8193479422768572551,0.0,0.0,0.38888888888888889506,0.92857142857142860315,0.9652406417112299186,0.66666666666666662966,1.0,0.16666666666666665741,28.0,3.2,0.0,0.5459209851205746311,0.26666666666666666297
1.0,1.0,1.0,0.5767690253671562406,0.050000000000000002776,0.8571428571428570953,0.44949225013361837622,0.0,0.0,0.61111111111111116045,0.7142857142857143016,0.7078877005347593565,0.7777777777777776791,0.7777777777777777901,0.0,24.0,4.3,1.0,0.3822473063109286806,0.74166666666666669627
1.0,1.0,1.0,0.7917222963951935366,0.3499999999999999778,1.0,0.95376803848209512626,1.0,0.0,0.61111111111111116045,0.5,0.24398395721925134061,0.44444444444444447528,0.0,0.27777777777777779011,48.0,2.5,1.0,0.35505387378142638788,0.8249999999999999556
1.0,1.0,0.0,0.50467289719626162725,0.5500000000000000444,0.28571428571428569843,0.4008551576696953722,0.0,1.0,0.16666666666666665741,0.071428571428571424606,0.13368983957219252034,0.44444444444444447528,0.83333333333333337034,0.38888888888888889506,17.0,2.7,1.0,0.51410979989738325724,0.66666666666666662966
1.0,1.0,0.0,0.45393858477970627785,0.4500000000000000111,0.7142857142857143016,0.05558524853019775752,0.0,1.0,0.27777777777777779011,0.14285714285714284921,0.74732620320855613905,0.88888888888888895057,0.7777777777777777901,0.16666666666666665741,22.0,2.9,0.0,0.41713699332991277524,0.30833333333333334814
0.0,0.0,0.0,0.64218958611481979926,0.0,0.57142857142857139685,0.5713522180652057525,0.0,0.0,0.5,0.8571428571428570953,0.47393048128342246672,0.0,0.27777777777777779011,0.0,65.0,2.5,0.0,0.60389943560800407596,0.108333333333333337034
0.0,1.0,0.0,0.62016021361815754087,0.75,0.8571428571428570953,0.1670229823623730625,0.0,0.0,0.16666666666666665741,0.071428571428571424606,0.79144385026737973376,0.55555555555555558023,0.83333333333333337034,0.7777777777777777901,18.0,2.6,1.0,0.061570035915854283426,0.4749999999999999778
0.0,0.0,0.0,0.41255006675567423846,0.2999999999999999889,0.14285714285714284921,0.86424371993586313057,1.0,1.0,0.66666666666666662966,0.7857142857142856984,0.6102941176470588758,0.44444444444444447528,0.61111111111111116045,0.27777777777777779011,46.0,3.5,1.0,0.022575679835813235868,0.83333333333333337034
0.0,0.0,0.0,0.59279038718291054977,0.10000000000000000555,0.8571428571428570953,0.40566541956173168826,0.0,0.0,0.0,0.5,0.806149732620320858,0.7777777777777776791,0.44444444444444441977,0.0,43.0,3.4,0.0,0.6829143150333504275,0.0
0.0,0.0,0.0,0.28170894526034712113,0.2999999999999999889,0.42857142857142854764,0.13735970069481559519,0.0,1.0,0.05555555555555555247,0.5,0.18048128342245989275,1.0,1.0,0.16666666666666665741,27.0,2.5,1.0,0.16777834787070292077,0.050000000000000002776
1.0,1.0,0.0,0.29439252336448595848,0.10000000000000000555,0.57142857142857139685,0.87172634954569749866,0.0,0.0,0.66666666666666662966,0.7857142857142856984,0.27205882352941174185,0.55555555555555558023,0.27777777777777779011,0.05555555555555555247,46.0,4.1,1.0,0.07901487942534633768,0.125
1.0,1.0,1.0,0.99732977303070757813,0.2999999999999999889,0.57142857142857139685,0.72608230892570813086,1.0,1.0,0.44444444444444441977,0.8571428571428570953,0.609625668449197855,0.33333333333333331483,0.7222222222222222099,0.22222222222222220989,47.0,2.5,0.0,1.0,0.2000000000000000111
1.0,1.0,1.0,0.7663551401869158619,0.10000000000000000555,0.28571428571428569843,0.9393372528059861226,0.0,1.0,0.16666666666666665741,0.3571428571428571508,0.6176470588235294379,0.44444444444444447528,0.38888888888888889506,0.0,35.0,2.6,0.0,0.20318111852231912628,0.074999999999999997224
0.0,1.0,0.0,0.11748998664886514676,0.5,0.7142857142857143016,0.6731694281133083768,1.0,1.0,0.22222222222222220989,0.28571428571428569843,0.99064171122994648666,1.0,0.05555555555555555247,0.16666666666666665741,45.0,2.5,1.0,0.17906618778860955432,0.05833333333333333426
0.0,0.0,0.0,0.47129506008010679796,0.4000000000000000222,0.42857142857142854764,0.49679315873864243747,0.0,0.0,0.38888888888888889506,0.21428571428571427382,0.43983957219251335058,0.33333333333333331483,0.88888888888888883955,0.16666666666666665741,38.0,3.5,0.0,0.36788096459722935405,0.2000000000000000111
1.0,0.0,1.0,0.8291054739652869987,1.0,0.8571428571428570953,0.26002137894174237598,1.0,1.0,0.16666666666666665741,0.0,0.40574866310160428995,0.22222222222222223764,0.11111111111111110494,0.7777777777777777901,4.0,3.3,1.0,0.10672139558748075516,0.74166666666666669627
1.0,1.0,0.0,0.21028037383177569652,0.5,0.42857142857142854764,0.49625868519508281596,1.0,1.0,0.38888888888888889506,0.57142857142857139685,0.058823529411764705066,0.55555555555555558023,0.0,0.05555555555555555247,63.0,4.3,0.0,0.22011287839917906273,0.66666666666666662966
0.0,0.0,0.0,0.11949265687583444928,0.6999999999999999556,0.28571428571428569843,0.54436130411544625396,0.0,1.0,0.05555555555555555247,0.0,0.3435828877005347448,0.44444444444444447528,0.0,0.27777777777777779011,14.0,2.8,1.0,0.17188301693175986329,0.18333333333333332038
1.0,1.0,1.0,0.95393858477970627785,0.3499999999999999778,0.28571428571428569843,0.47781934794227687302,0.0,0.0,0.27777777777777779011,0.7142857142857143016,0.10561497326203209135,0.44444444444444447528,0.0,0.33333333333333331483,8.0,4.7,0.0,0.54079014879425346685,0.25
1.0,1.0,0.0,0.20961281708945259106,0.0,0.14285714285714284921,0.021378941742383753694,0.0,1.0,0.61111111111111116045,0.57142857142857139685,0.93449197860962562867,0.0,0.11111111111111110494,0.0,28.0,2.6,0.0,0.04925602873268342813,0.59166666666666667407
0.0,1.0,0.0,0.44592790387182912326,0.6999999999999999556,0.14285714285714284921,0.98102618920363438004,1.0,1.0,0.16666666666666665741,0.0,0.64371657754010691566,0.88888888888888895057,0.7222222222222222099,0.61111111111111116045,14.0,2.5,1.0,0.43817342226782968195,0.30833333333333334814
1.0,0.0,1.0,0.2069425901201602247,0.8499999999999999778,0.28571428571428569843,0.9342597541421699958,1.0,0.0,0.11111111111111110494,0.3571428571428571508,0.06283422459893048262,0.0,0.88888888888888883955,0.38888888888888889506,25.0,2.9,1.0,0.22626988199076450425,0.34166666666666667407
1.0,0.0,1.0,0.47997329773030705802,0.8499999999999999778,1.0,0.11063602351683592129,1.0,1.0,0.16666666666666665741,0.7857142857142856984,0.7513368983957219305,0.0,0.33333333333333331483,0.11111111111111110494,52.0,2.5,0.0,0.004104669061056952055,0.22500000000000000555
0.0,0.0,0.0,0.96128170894526032697,0.5,0.57142857142857139685,0.90165686798503474897,1.0,0.0,0.38888888888888889506,0.28571428571428569843,0.96724598930481286985,0.0,0.83333333333333337034,0.44444444444444441977,18.0,4.8,1.0,0.32375577219086709713,0.16666666666666665741
1.0,0.0,0.0,0.4452603471295060178,0.10000000000000000555,0.8571428571428570953,0.5237840726884018805,1.0,0.0,0.27777777777777779011,0.28571428571428569843,0.19786096256684493344,0.88888888888888895057,0.22222222222222220989,0.0,39.0,4.2,0.0,0.105695228322216519534,0.53333333333333332593
1.0,1.0,1.0,0.3157543391188251114,0.75,1.0,0.68145376803848212166,0.0,0.0,0.11111111111111110494,0.14285714285714284921,0.6704545454545454142,0.66666666666666662966,0.27777777777777779011,0.66666666666666662966,36.0,3.5,0.0,0.26013340174448434938,0.5166666666666667185
1.0,1.0,1.0,0.88918558077436582465,0.9499999999999999556,0.28571428571428569843,0.4818278995189738123,1.0,1.0,0.0,0.0,0.6991978609625668639,0.66666666666666662966,0.7222222222222222099,0.11111111111111110494,16.0,5.0,0.0,0.5346331452026680253,0.9833333333333332815
1.0,0.0,1.0,0.24966622162883844727,0.6500000000000000222,0.0,0.2990379476215927479,0.0,0.0,0.16666666666666665741,0.7142857142857143016,0.91443850267379678254,0.33333333333333331483,0.94444444444444441977,0.0,32.0,4.6,0.0,0.08363263211903540495,0.5999999999999999778
